Frecuencia (Hz)	Nivel (dB)
11054.608154	-135.062958
11057.299805	-136.175385
11059.991455	-136.083481
11062.683105	-135.108948
11065.374756	-135.565186
11068.066406	-137.005646
11070.758057	-136.081299
11073.449707	-137.093445
11076.141357	-135.615707
11078.833008	-135.887207
11081.524658	-137.104080
11084.216309	-136.285217
11086.907959	-135.010269
11089.599609	-135.255463
11092.291260	-135.012497
11094.982910	-134.866989
11097.674561	-134.828079
11100.366211	-135.352234
11103.057861	-135.438171
11105.749512	-135.044510
11108.441162	-134.601227
11111.132812	-135.501892
11113.824463	-134.772614
11116.516113	-134.972122
11119.207764	-135.736954
11121.899414	-136.209854
11124.591064	-136.031647
11127.282715	-135.141800
11129.974365	-136.102554
11132.666016	-135.417862
11135.357666	-135.216431
11138.049316	-135.388779
11140.740967	-135.605453
11143.432617	-135.301544
11146.124268	-136.232956
11148.815918	-136.498764
11151.507568	-136.501328
11154.199219	-135.451385
11156.890869	-135.309631
11159.582520	-135.500778
11162.274170	-135.293304
11164.965820	-135.408768
11167.657471	-135.579773
11170.349121	-136.118683
11173.040771	-134.943237
11175.732422	-134.322891
11178.424072	-135.551712
11181.115723	-135.330078
11183.807373	-135.318253
11186.499023	-135.716919
11189.190674	-135.436615
11191.882324	-135.273056
11194.573975	-135.251831
11197.265625	-134.655045
11199.957275	-135.485214
11202.648926	-136.336914
11205.340576	-135.447861
11208.032227	-135.293839
11210.723877	-134.151749
11213.415527	-135.016434
11216.107178	-136.319412
11218.798828	-135.979446
11221.490479	-135.519470
11224.182129	-135.642746
11226.873779	-134.977798
11229.565430	-134.964874
11232.257080	-135.021835
11234.948730	-134.778793
11237.640381	-135.843430
11240.332031	-135.149261
11243.023682	-134.650436
11245.715332	-135.287857
11248.406982	-136.155457
11251.098633	-135.724045
11253.790283	-135.335312
11256.481934	-135.153412
11259.173584	-135.273438
11261.865234	-135.511581
11264.556885	-134.511688
11267.248535	-133.950882
11269.940186	-134.516861
11272.631836	-135.148193
11275.323486	-135.193466
11278.015137	-135.847885
11280.706787	-135.882950
11283.398438	-136.283310
11286.090088	-135.410156
11288.781738	-135.374359
11291.473389	-135.842636
11294.165039	-135.172791
11296.856689	-137.196411
11299.548340	-137.171051
11302.239990	-136.676254
11304.931641	-136.218292
11307.623291	-135.233139
11310.314941	-135.198273
11313.006592	-135.106247
11315.698242	-134.902023
11318.389893	-135.788910
11321.081543	-135.270233
11323.773193	-135.439148
11326.464844	-135.625519
11329.156494	-136.096161
11331.848145	-136.304779
11334.539795	-135.764603
11337.231445	-135.390228
11339.923096	-135.257874
11342.614746	-135.625488
11345.306396	-135.292984
11347.998047	-135.452988
11350.689697	-135.367050
11353.381348	-135.316422
11356.072998	-136.162018
11358.764648	-136.460022
11361.456299	-136.556061
11364.147949	-137.171478
11366.839600	-136.763123
11369.531250	-135.515488
11372.222900	-135.139511
11374.914551	-135.676956
11377.606201	-135.242691
11380.297852	-134.723450
11382.989502	-134.789932
11385.681152	-135.068451
11388.372803	-135.459427
11391.064453	-135.869049
11393.756104	-135.447128
11396.447754	-134.961624
11399.139404	-134.971420
11401.831055	-135.526810
11404.522705	-136.027557
11407.214355	-136.427017
11409.906006	-135.336304
11412.597656	-135.779785
11415.289307	-135.541000
11417.980957	-135.714325
11420.672607	-135.226212
11423.364258	-135.121887
11426.055908	-135.658249
11428.747559	-135.129700
11431.439209	-134.801300
11434.130859	-134.753815
11436.822510	-135.262436
11439.514160	-135.596313
11442.205811	-135.693695
11444.897461	-136.214676
11447.589111	-136.153397
11450.280762	-135.490936
11452.972412	-135.856628
11455.664062	-135.597336
11458.355713	-134.673416
11461.047363	-134.947144
11463.739014	-134.718399
11466.430664	-134.897034
11469.122314	-136.166931
11471.813965	-135.920624
11474.505615	-135.792923
11477.197266	-135.133896
11479.888916	-134.396362
11482.580566	-135.590805
11485.272217	-136.295654
11487.963867	-134.701538
11490.655518	-135.102142
11493.347168	-135.383270
11496.038818	-135.179733
11498.730469	-135.893646
11501.422119	-135.947403
11504.113770	-134.928726
11506.805420	-134.848312
11509.497070	-135.542175
11512.188721	-135.897263
11514.880371	-136.668884
11517.572021	-135.843979
11520.263672	-135.164154
11522.955322	-136.089355
11525.646973	-136.217102
11528.338623	-135.095444
11531.030273	-134.305435
11533.721924	-134.110321
11536.413574	-135.599762
11539.105225	-135.071091
11541.796875	-134.268524
11544.488525	-134.474594
11547.180176	-134.231369
11549.871826	-134.580887
11552.563477	-135.538513
11555.255127	-135.615250
11557.946777	-135.762329
11560.638428	-135.770309
11563.330078	-135.337616
11566.021729	-135.120453
11568.713379	-134.746796
11571.405029	-135.008957
11574.096680	-135.704559
11576.788330	-136.059006
11579.479980	-134.981766
11582.171631	-135.052536
11584.863281	-136.143753
11587.554932	-136.211624
11590.246582	-134.973267
11592.938232	-134.254532
11595.629883	-135.402512
11598.321533	-135.675919
11601.013184	-135.444870
11603.704834	-135.364975
11606.396484	-134.900696
11609.088135	-135.385635
11611.779785	-134.971939
11614.471436	-134.713684
11617.163086	-134.802521
11619.854736	-134.460327
11622.546387	-135.926956
11625.238037	-135.590286
11627.929688	-134.928329
11630.621338	-135.304413
11633.312988	-134.744522
11636.004639	-135.980072
11638.696289	-135.342270
11641.387939	-135.418671
11644.079590	-135.194733
11646.771240	-135.609497
11649.462891	-135.997147
11652.154541	-136.298157
11654.846191	-135.026505
11657.537842	-135.092224
11660.229492	-135.344650
11662.921143	-135.223236
11665.612793	-134.896271
11668.304443	-134.886673
11670.996094	-135.721680
11673.687744	-135.909714
11676.379395	-136.784180
11679.071045	-135.189911
11681.762695	-135.216812
11684.454346	-135.007523
11687.145996	-134.082947
11689.837646	-135.208160
11692.529297	-136.023682
11695.220947	-134.738022
11697.912598	-134.545074
11700.604248	-135.572098
11703.295898	-136.482346
11705.987549	-135.482941
11708.679199	-134.818359
11711.370850	-135.746872
11714.062500	-136.487411
11716.754150	-135.589783
11719.445801	-134.262665
11722.137451	-135.065125
11724.829102	-135.679962
11727.520752	-136.999939
11730.212402	-136.405930
11732.904053	-136.204803
11735.595703	-135.916656
11738.287354	-135.872650
11740.979004	-135.445541
11743.670654	-136.174835
11746.362305	-136.123367
11749.053955	-134.725449
11751.745605	-134.293427
11754.437256	-134.336197
11757.128906	-134.703751
11759.820557	-134.862671
11762.512207	-135.415039
11765.203857	-135.995880
11767.895508	-135.589966
11770.587158	-136.631912
11773.278809	-136.197540
11775.970459	-134.932434
11778.662109	-135.605469
11781.353760	-135.789902
11784.045410	-135.426392
11786.737061	-135.176605
11789.428711	-134.720016
11792.120361	-134.574966
11794.812012	-134.521805
11797.503662	-135.076370
11800.195312	-135.167816
11802.886963	-135.046600
11805.578613	-136.056061
11808.270264	-136.646362
11810.961914	-136.031540
11813.653564	-136.275864
11816.345215	-136.241943
11819.036865	-135.559265
11821.728516	-135.255676
11824.420166	-135.120865
11827.111816	-134.458786
11829.803467	-135.083023
11832.495117	-134.391403
11835.186768	-134.708252
11837.878418	-135.750351
11840.570068	-135.785980
11843.261719	-135.084641
11845.953369	-135.412292
11848.645020	-135.494736
11851.336670	-135.395447
11854.028320	-135.138336
11856.719971	-135.565094
11859.411621	-135.527084
11862.103271	-135.326797
11864.794922	-134.694839
11867.486572	-135.316895
11870.178223	-136.548538
11872.869873	-135.882385
11875.561523	-135.287903
11878.253174	-134.984909
11880.944824	-135.047882
11883.636475	-136.462494
11886.328125	-136.094345
11889.019775	-135.245773
11891.711426	-136.691772
11894.403076	-136.615997
11897.094727	-136.799484
11899.786377	-135.921783
11902.478027	-135.657455
11905.169678	-135.859879
11907.861328	-135.440567
11910.552979	-134.975571
11913.244629	-134.594330
11915.936279	-134.521957
11918.627930	-135.128784
11921.319580	-135.577606
11924.011230	-135.035248
11926.702881	-135.009796
11929.394531	-135.148132
11932.086182	-135.010071
11934.777832	-135.857254
11937.469482	-134.789719
11940.161133	-134.874222
11942.852783	-135.346115
11945.544434	-135.937836
11948.236084	-135.725235
11950.927734	-136.453583
11953.619385	-136.178696
11956.311035	-135.215164
11959.002686	-136.308289
11961.694336	-136.438705
11964.385986	-134.997986
11967.077637	-134.771774
11969.769287	-134.813492
11972.460938	-135.153198
11975.152588	-135.156754
11977.844238	-135.609406
11980.535889	-136.030151
11983.227539	-135.237137
11985.919189	-135.737198
11988.610840	-136.559311
11991.302490	-135.337158
11993.994141	-134.668182
11996.685791	-134.649200
11999.377441	-135.118500
12002.069092	-135.026169
12004.760742	-134.974258
12007.452393	-135.393982
12010.144043	-135.353790
12012.835693	-135.327713
12015.527344	-134.925644
12018.218994	-134.365738
12020.910645	-134.910339
12023.602295	-135.449356
12026.293945	-135.545761
12028.985596	-135.394196
12031.677246	-136.061371
12034.368896	-136.232361
12037.060547	-135.653732
12039.752197	-134.828171
12042.443848	-134.952957
12045.135498	-135.478271
12047.827148	-135.450119
12050.518799	-135.011658
12053.210449	-134.465820
12055.902100	-136.642990
12058.593750	-136.783203
12061.285400	-135.959839
12063.977051	-134.655121
12066.668701	-134.504654
12069.360352	-135.830612
12072.052002	-136.252731
12074.743652	-135.378937
12077.435303	-135.468262
12080.126953	-135.026459
12082.818604	-135.125397
12085.510254	-136.308334
12088.201904	-135.254425
12090.893555	-135.441849
12093.585205	-136.474014
12096.276855	-136.334106
12098.968506	-136.362534
12101.660156	-136.084198
12104.351807	-135.830322
12107.043457	-136.236282
12109.735107	-136.301224
12112.426758	-135.536133
12115.118408	-135.898926
12117.810059	-136.845932
12120.501709	-135.919754
12123.193359	-135.836716
12125.885010	-135.449814
12128.576660	-135.403763
12131.268311	-135.139008
12133.959961	-135.486145
12136.651611	-135.633972
12139.343262	-135.310669
12142.034912	-135.235977
12144.726562	-136.252090
12147.418213	-136.536194
12150.109863	-136.508621
12152.801514	-135.447388
12155.493164	-136.354599
12158.184814	-136.015213
12160.876465	-135.296082
12163.568115	-136.068481
12166.259766	-136.585922
12168.951416	-136.054825
12171.643066	-134.824524
12174.334717	-134.957443
12177.026367	-135.502731
12179.718018	-135.434464
12182.409668	-135.519302
12185.101318	-135.627289
12187.792969	-135.979462
12190.484619	-135.329254
12193.176270	-134.724808
12195.867920	-134.719589
12198.559570	-134.774384
12201.251221	-134.652603
12203.942871	-135.711258
12206.634521	-136.200592
12209.326172	-134.601410
12212.017822	-134.776001
12214.709473	-135.593445
12217.401123	-135.963943
12220.092773	-136.113647
12222.784424	-136.198883
12225.476074	-136.666382
12228.167725	-137.081833
12230.859375	-136.453613
12233.551025	-135.999023
12236.242676	-135.248367
12238.934326	-134.715103
12241.625977	-134.498962
12244.317627	-135.438324
12247.009277	-135.379288
12249.700928	-134.707031
12252.392578	-135.054382
12255.084229	-135.932312
12257.775879	-135.487732
12260.467529	-135.813080
12263.159180	-135.893677
12265.850830	-135.049805
12268.542480	-134.142731
12271.234131	-135.472336
12273.925781	-135.584030
12276.617432	-135.299194
12279.309082	-135.031235
12282.000732	-135.750046
12284.692383	-135.572662
12287.384033	-135.584930
12290.075684	-135.036148
12292.767334	-135.555389
12295.458984	-136.883362
12298.150635	-135.092255
12300.842285	-134.894684
12303.533936	-134.762268
12306.225586	-135.957397
12308.917236	-135.812012
12311.608887	-135.956863
12314.300537	-136.868301
12316.992188	-134.745209
12319.683838	-134.233337
12322.375488	-134.492599
12325.067139	-134.070511
12327.758789	-134.833069
12330.450439	-135.220825
12333.142090	-134.723145
12335.833740	-135.322464
12338.525391	-135.423767
12341.217041	-134.983887
12343.908691	-135.079575
12346.600342	-135.319214
12349.291992	-134.895264
12351.983643	-134.570221
12354.675293	-134.296844
12357.366943	-134.914246
12360.058594	-136.133560
12362.750244	-136.185913
12365.441895	-134.921280
12368.133545	-134.613831
12370.825195	-135.511108
12373.516846	-135.590714
12376.208496	-134.629654
12378.900146	-135.056870
12381.591797	-135.628357
12384.283447	-136.215866
12386.975098	-136.000397
12389.666748	-134.616180
12392.358398	-133.734619
12395.050049	-134.109619
12397.741699	-133.720901
12400.433350	-133.897293
12403.125000	-134.787460
12405.816650	-134.468719
12408.508301	-134.346985
12411.199951	-135.320221
12413.891602	-135.778458
12416.583252	-135.862686
12419.274902	-136.486816
12421.966553	-136.603271
12424.658203	-135.590439
12427.349854	-135.774109
12430.041504	-136.527954
12432.733154	-136.675354
12435.424805	-137.052658
12438.116455	-137.256943
12440.808105	-135.874222
12443.499756	-136.291580
12446.191406	-136.319717
12448.883057	-135.662170
12451.574707	-135.104477
12454.266357	-135.042679
12456.958008	-135.219208
12459.649658	-136.440048
12462.341309	-136.364182
12465.032959	-135.571884
12467.724609	-134.595322
12470.416260	-135.570358
12473.107910	-135.567551
12475.799561	-135.753876
12478.491211	-135.570236
12481.182861	-135.031204
12483.874512	-134.553040
12486.566162	-135.748184
12489.257812	-135.613937
12491.949463	-135.163681
12494.641113	-134.889069
12497.332764	-134.829315
12500.024414	-135.072052
12502.716064	-134.934967
12505.407715	-135.229309
12508.099365	-135.134796
12510.791016	-135.731476
12513.482666	-136.059128
12516.174316	-135.264984
12518.865967	-135.019928
12521.557617	-135.558289
12524.249268	-135.645401
12526.940918	-135.259140
12529.632568	-135.432159
12532.324219	-135.718475
12535.015869	-136.104218
12537.707520	-136.018631
12540.399170	-135.744080
12543.090820	-135.783554
12545.782471	-136.272156
12548.474121	-136.873672
12551.165771	-136.468201
12553.857422	-136.247665
12556.549072	-136.091309
12559.240723	-136.188950
12561.932373	-134.776260
12564.624023	-134.328430
12567.315674	-135.698959
12570.007324	-136.286942
12572.698975	-136.013992
12575.390625	-136.913361
12578.082275	-135.148590
12580.773926	-134.755859
12583.465576	-135.835632
12586.157227	-136.386520
12588.848877	-135.488510
12591.540527	-134.452271
12594.232178	-134.951874
12596.923828	-135.799393
12599.615479	-135.813583
12602.307129	-135.703156
12604.998779	-136.191879
12607.690430	-135.822952
12610.382080	-135.344711
12613.073730	-135.367996
12615.765381	-135.102890
12618.457031	-135.549667
12621.148682	-135.819366
12623.840332	-135.827774
12626.531982	-136.756989
12629.223633	-135.058563
12631.915283	-135.392715
12634.606934	-135.624756
12637.298584	-134.787323
12639.990234	-134.705643
12642.681885	-135.118286
12645.373535	-134.893600
12648.065186	-135.696899
12650.756836	-136.469818
12653.448486	-135.465103
12656.140137	-135.386765
12658.831787	-134.880798
12661.523438	-134.833511
12664.215088	-135.847382
12666.906738	-135.468140
12669.598389	-134.721939
12672.290039	-135.549957
12674.981689	-136.176041
12677.673340	-135.473755
12680.364990	-134.855209
12683.056641	-134.537659
12685.748291	-135.083588
12688.439941	-136.478073
12691.131592	-136.690338
12693.823242	-135.933273
12696.514893	-134.979706
12699.206543	-134.820480
12701.898193	-134.356140
12704.589844	-135.719955
12707.281494	-136.399277
12709.973145	-135.198349
12712.664795	-134.714996
12715.356445	-135.256729
12718.048096	-136.649689
12720.739746	-135.997650
12723.431396	-136.040329
12726.123047	-135.445297
12728.814697	-135.736374
12731.506348	-135.727249
12734.197998	-135.809052
12736.889648	-135.739365
12739.581299	-135.700592
12742.272949	-135.588028
12744.964600	-134.215057
12747.656250	-133.355942
12750.347900	-134.783142
12753.039551	-135.739151
12755.731201	-136.069595
12758.422852	-135.019623
12761.114502	-135.965576
12763.806152	-136.216629
12766.497803	-136.405090
12769.189453	-136.355682
12771.881104	-135.841446
12774.572754	-135.840424
12777.264404	-135.267319
12779.956055	-135.172165
12782.647705	-135.085831
12785.339355	-134.477066
12788.031006	-134.473572
12790.722656	-135.132919
12793.414307	-136.145508
12796.105957	-135.186020
12798.797607	-134.690445
12801.489258	-134.805588
12804.180908	-134.789688
12806.872559	-135.969284
12809.564209	-135.900848
12812.255859	-134.209808
12814.947510	-135.848679
12817.639160	-135.684265
12820.330811	-135.619843
12823.022461	-135.378387
12825.714111	-135.449646
12828.405762	-135.992371
12831.097412	-135.624008
12833.789062	-134.528320
12836.480713	-134.239014
12839.172363	-134.570709
12841.864014	-135.328934
12844.555664	-135.392120
12847.247314	-136.095840
12849.938965	-135.974884
12852.630615	-135.169846
12855.322266	-134.558990
12858.013916	-134.904114
12860.705566	-135.054535
12863.397217	-135.344711
12866.088867	-135.248932
12868.780518	-135.419205
12871.472168	-136.150665
12874.163818	-136.106461
12876.855469	-135.340759
12879.547119	-134.883896
12882.238770	-135.233566
12884.930420	-135.443512
12887.622070	-136.436417
12890.313721	-135.554550
12893.005371	-135.495407
12895.697021	-135.346909
12898.388672	-134.568832
12901.080322	-135.580688
12903.771973	-135.721741
12906.463623	-135.181870
12909.155273	-135.958847
12911.846924	-136.104523
12914.538574	-135.773514
12917.230225	-134.297180
12919.921875	-134.710907
12922.613525	-136.247696
12925.305176	-137.099426
12927.996826	-136.249893
12930.688477	-135.464706
12933.380127	-135.927109
12936.071777	-136.523102
12938.763428	-135.014038
12941.455078	-134.568405
12944.146729	-134.965546
12946.838379	-135.262192
12949.530029	-135.460068
12952.221680	-135.388840
12954.913330	-136.109650
12957.604980	-135.358688
12960.296631	-134.880630
12962.988281	-134.948090
12965.679932	-136.176529
12968.371582	-135.606491
12971.063232	-135.253616
12973.754883	-135.151062
12976.446533	-135.710541
12979.138184	-135.016434
12981.829834	-135.273834
12984.521484	-135.241440
12987.213135	-135.366135
12989.904785	-135.338394
12992.596436	-135.232834
12995.288086	-135.409393
12997.979736	-134.880005
13000.671387	-135.564636
13003.363037	-136.537231
13006.054688	-136.385284
13008.746338	-135.589249
13011.437988	-135.321167
13014.129639	-135.836548
13016.821289	-135.954987
13019.512939	-136.017670
13022.204590	-135.839874
13024.896240	-135.250717
13027.587891	-135.838989
13030.279541	-136.448532
13032.971191	-136.157501
13035.662842	-136.388168
13038.354492	-137.141708
13041.046143	-135.829575
13043.737793	-135.641434
13046.429443	-135.517654
13049.121094	-134.911530
13051.812744	-135.411896
13054.504395	-136.372604
13057.196045	-135.740463
13059.887695	-135.296753
13062.579346	-135.187668
13065.270996	-135.191330
13067.962646	-135.017044
13070.654297	-135.654510
13073.345947	-135.510086
13076.037598	-135.265427
13078.729248	-136.132263
13081.420898	-135.696854
13084.112549	-135.722092
13086.804199	-134.418869
13089.495850	-134.218399
13092.187500	-136.015457
13094.879150	-136.411423
13097.570801	-136.981125
13100.262451	-135.635300
13102.954102	-134.989548
13105.645752	-135.115128
13108.337402	-134.904633
13111.029053	-135.020996
13113.720703	-135.369400
13116.412354	-135.134750
13119.104004	-134.270111
13121.795654	-134.805542
13124.487305	-135.777527
13127.178955	-135.422852
13129.870605	-135.676041
13132.562256	-135.566391
13135.253906	-136.203400
13137.945557	-136.695709
13140.637207	-136.412537
13143.328857	-135.680435
13146.020508	-135.717453
13148.712158	-135.809418
13151.403809	-135.803314
13154.095459	-135.418228
13156.787109	-134.335159
13159.478760	-133.644897
13162.170410	-134.364639
13164.862061	-134.841156
13167.553711	-134.602982
13170.245361	-134.432739
13172.937012	-134.134003
13175.628662	-135.396790
13178.320312	-136.453522
13181.011963	-135.260880
13183.703613	-135.157516
13186.395264	-136.437729
13189.086914	-137.199600
13191.778564	-136.149597
13194.470215	-135.618698
13197.161865	-135.437241
13199.853516	-135.686295
13202.545166	-135.422485
13205.236816	-134.228134
13207.928467	-135.022079
13210.620117	-134.964478
13213.311768	-136.489197
13216.003418	-136.780655
13218.695068	-135.453964
13221.386719	-135.458527
13224.078369	-135.710327
13226.770020	-136.922668
13229.461670	-136.617081
13232.153320	-135.871429
13234.844971	-135.279648
13237.536621	-134.910980
13240.228271	-135.682327
13242.919922	-134.778473
13245.611572	-134.992538
13248.303223	-135.120743
13250.994873	-134.471542
13253.686523	-135.048569
13256.378174	-135.870804
13259.069824	-135.746338
13261.761475	-136.090439
13264.453125	-136.092728
13267.144775	-135.394516
13269.836426	-135.818405
13272.528076	-135.805176
13275.219727	-136.229614
13277.911377	-135.717224
13280.603027	-135.322464
13283.294678	-135.007248
13285.986328	-134.854294
13288.677979	-134.326355
13291.369629	-134.094025
13294.061279	-134.705338
13296.752930	-135.714752
13299.444580	-135.899857
13302.136230	-134.352493
13304.827881	-134.659409
13307.519531	-134.948273
13310.211182	-136.031311
13312.902832	-135.544739
13315.594482	-136.377213
13318.286133	-135.296036
13320.977783	-134.607086
13323.669434	-134.725159
13326.361084	-134.118118
13329.052734	-134.586823
13331.744385	-134.603729
13334.436035	-135.176498
13337.127686	-135.719009
13339.819336	-136.463165
13342.510986	-136.450455
13345.202637	-135.546829
13347.894287	-135.368713
13350.585938	-135.933884
13353.277588	-135.750198
13355.969238	-134.548340
13358.660889	-134.234100
13361.352539	-135.243896
13364.044189	-135.190262
13366.735840	-135.792038
13369.427490	-135.732086
13372.119141	-135.605072
13374.810791	-136.159668
13377.502441	-135.491623
13380.194092	-136.510803
13382.885742	-136.671631
13385.577393	-135.860382
13388.269043	-135.262650
13390.960693	-136.686081
13393.652344	-136.167114
13396.343994	-135.583755
13399.035645	-135.897400
13401.727295	-135.421783
13404.418945	-135.077591
13407.110596	-134.833389
13409.802246	-134.616486
13412.493896	-134.168060
13415.185547	-135.346558
13417.877197	-135.055817
13420.568848	-135.986389
13423.260498	-136.260010
13425.952148	-135.989273
13428.643799	-135.068939
13431.335449	-134.779999
13434.027100	-136.119476
13436.718750	-135.622314
13439.410400	-134.202560
13442.102051	-133.809418
13444.793701	-134.368439
13447.485352	-136.210022
13450.177002	-136.484558
13452.868652	-135.710236
13455.560303	-136.254745
13458.251953	-136.356766
13460.943604	-136.214752
13463.635254	-136.101868
13466.326904	-135.301575
13469.018555	-136.089905
13471.710205	-135.935410
13474.401855	-134.901611
13477.093506	-135.930038
13479.785156	-135.502518
13482.476807	-135.030380
13485.168457	-134.986679
13487.860107	-135.483063
13490.551758	-135.437576
13493.243408	-135.848038
13495.935059	-136.786957
13498.626709	-135.418152
13501.318359	-135.173553
13504.010010	-135.800583
13506.701660	-135.527267
13509.393311	-135.255173
13512.084961	-136.082367
13514.776611	-135.590530
13517.468262	-135.000381
13520.159912	-136.553223
13522.851562	-136.405045
13525.543213	-135.968124
13528.234863	-136.067795
13530.926514	-135.440475
13533.618164	-134.996750
13536.309814	-134.539307
13539.001465	-134.554825
13541.693115	-135.998489
13544.384766	-135.937469
13547.076416	-135.225632
13549.768066	-134.922470
13552.459717	-136.079239
13555.151367	-135.414948
13557.843018	-135.321960
13560.534668	-135.239548
13563.226318	-135.518799
13565.917969	-135.719711
13568.609619	-135.456100
13571.301270	-135.888214
13573.992920	-135.517914
13576.684570	-136.003510
13579.376221	-135.974487
13582.067871	-135.179962
13584.759521	-136.430023
13587.451172	-136.438889
13590.142822	-136.468445
13592.834473	-135.437119
13595.526123	-135.094864
13598.217773	-135.215561
13600.909424	-135.531693
13603.601074	-135.597229
13606.292725	-135.289536
13608.984375	-134.799576
13611.676025	-135.488602
13614.367676	-135.772629
13617.059326	-134.808197
13619.750977	-135.323837
13622.442627	-135.890381
13625.134277	-136.058380
13627.825928	-136.138046
13630.517578	-134.988602
13633.209229	-135.299042
13635.900879	-136.146225
13638.592529	-135.267303
13641.284180	-135.807281
13643.975830	-135.593246
13646.667480	-135.974075
13649.359131	-135.735764
13652.050781	-135.391663
13654.742432	-135.550690
13657.434082	-136.571091
13660.125732	-136.246063
13662.817383	-135.281494
13665.509033	-135.090790
13668.200684	-135.880905
13670.892334	-135.937271
13673.583984	-136.574585
13676.275635	-135.448410
13678.967285	-135.706390
13681.658936	-137.058960
13684.350586	-135.903122
13687.042236	-136.252899
13689.733887	-136.191193
13692.425537	-136.361237
13695.117188	-135.585159
13697.808838	-135.648773
13700.500488	-136.033920
13703.192139	-136.525925
13705.883789	-136.620392
13708.575439	-136.698730
13711.267090	-136.289780
13713.958740	-134.837921
13716.650391	-135.823196
13719.342041	-136.150009
13722.033691	-135.994690
13724.725342	-135.741043
13727.416992	-135.309799
13730.108643	-134.298767
13732.800293	-135.131088
13735.491943	-135.686523
13738.183594	-135.946518
13740.875244	-136.267471
13743.566895	-135.747681
13746.258545	-136.526733
13748.950195	-136.890778
13751.641846	-135.783524
13754.333496	-136.147064
13757.025146	-135.584991
13759.716797	-135.039520
13762.408447	-135.075226
13765.100098	-135.677124
13767.791748	-136.249115
13770.483398	-136.179947
13773.175049	-136.014832
13775.866699	-134.965576
13778.558350	-135.358444
13781.250000	-136.053848
13783.941650	-136.328934
13786.633301	-136.179565
13789.324951	-134.681396
13792.016602	-133.976273
13794.708252	-134.957306
13797.399902	-135.092560
13800.091553	-135.249634
13802.783203	-135.808365
13805.474854	-135.400177
13808.166504	-135.465652
13810.858154	-135.318039
13813.549805	-135.172867
13816.241455	-135.335510
13818.933105	-135.102264
13821.624756	-134.842087
13824.316406	-134.987213
13827.008057	-135.579727
13829.699707	-135.337509
13832.391357	-135.106979
13835.083008	-135.873840
13837.774658	-136.031006
13840.466309	-136.001221
13843.157959	-136.552841
13845.849609	-135.857544
13848.541260	-135.571350
13851.232910	-134.541245
13853.924561	-134.079025
13856.616211	-134.791916
13859.307861	-134.904617
13861.999512	-135.260971
13864.691162	-135.438278
13867.382812	-135.254684
13870.074463	-134.976227
13872.766113	-135.378357
13875.457764	-133.732544
13878.149414	-134.261154
13880.841064	-135.426346
13883.532715	-135.149277
13886.224365	-135.463867
13888.916016	-135.168869
13891.607666	-135.432083
13894.299316	-136.597992
13896.990967	-135.896973
13899.682617	-136.138351
13902.374268	-135.998260
13905.065918	-135.796112
13907.757568	-135.388824
13910.449219	-135.313446
13913.140869	-136.054871
13915.832520	-135.626846
13918.524170	-135.191895
13921.215820	-134.445084
13923.907471	-135.009094
13926.599121	-135.848297
13929.290771	-136.394516
13931.982422	-136.645218
13934.674072	-135.928818
13937.365723	-136.108093
13940.057373	-135.761078
13942.749023	-136.538864
13945.440674	-136.729675
13948.132324	-137.493820
13950.823975	-136.470459
13953.515625	-135.380707
13956.207275	-136.147552
13958.898926	-136.297775
13961.590576	-136.639496
13964.282227	-136.516129
13966.973877	-135.916153
13969.665527	-135.078949
13972.357178	-135.385483
13975.048828	-135.483047
13977.740479	-136.010681
13980.432129	-135.377075
13983.123779	-135.714859
13985.815430	-135.538940
13988.507080	-134.917389
13991.198730	-135.958176
13993.890381	-137.191818
13996.582031	-136.101654
13999.273682	-135.700958
14001.965332	-136.518799
14004.656982	-136.520645
14007.348633	-136.125107
14010.040283	-135.705521
14012.731934	-135.769516
14015.423584	-134.263580
14018.115234	-134.571457
14020.806885	-136.147812
14023.498535	-136.953506
14026.190186	-136.326660
14028.881836	-136.612946
14031.573486	-135.340530
14034.265137	-134.939255
14036.956787	-134.841232
14039.648438	-135.429443
14042.340088	-135.769318
14045.031738	-135.024277
14047.723389	-135.030518
14050.415039	-135.422943
14053.106689	-135.957916
14055.798340	-135.264648
14058.489990	-135.833359
14061.181641	-136.073135
14063.873291	-135.766159
14066.564941	-135.025970
14069.256592	-135.432388
14071.948242	-135.831970
14074.639893	-135.793045
14077.331543	-136.764694
14080.023193	-136.149612
14082.714844	-136.100510
14085.406494	-136.124298
14088.098145	-135.962753
14090.789795	-135.533981
14093.481445	-135.147324
14096.173096	-134.693192
14098.864746	-134.543808
14101.556396	-135.597366
14104.248047	-134.945969
14106.939697	-134.615295
14109.631348	-134.340454
14112.322998	-134.598785
14115.014648	-134.773651
14117.706299	-135.200211
14120.397949	-135.666824
14123.089600	-136.479187
14125.781250	-135.094681
14128.472900	-135.594894
14131.164551	-135.974686
14133.856201	-135.041382
14136.547852	-134.318741
14139.239502	-134.239471
14141.931152	-134.749969
14144.622803	-136.502533
14147.314453	-135.884338
14150.006104	-134.780731
14152.697754	-135.427704
14155.389404	-136.414139
14158.081055	-136.529785
14160.772705	-135.891937
14163.464355	-136.166870
14166.156006	-134.901184
14168.847656	-134.606110
14171.539307	-135.579605
14174.230957	-134.810593
14176.922607	-135.365646
14179.614258	-135.146927
14182.305908	-135.488037
14184.997559	-136.432648
